place_name,region,source,review_count,rating,cuisine,eating_type,price,range,comment,second_comment,location.1,rating_google,location,formatted_region
Planet Nomadas Spanish Tapas and Healthy Food,Nusa Lembongan,https://www.tripadvisor.com/Restaurant_Review-g1137831-d8299121-Reviews-Planet_Nomadas_Spanish_Tapas_and_Healthy_Food-Nusa_Lembongan_Bali.html#REVIEWS,172,Low,"Mediterranean, European",Mid-range,Moderate,25.4 mi,Amazing food,Yummy Jackfruit Tacos (vegetarians),"{'lat': (None) , 'lng': (None)}",,"8FP3+FHG Nusa Lembongan, Jl. Jungutbatu Dusun Kaja II, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771","Nusa Penida, Klungkung"
Tutmak,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d1072349-Reviews-Tutmak-Ubud_Gianyar_Regency_Bali.html#REVIEWS,620,Average,"Mediterranean, European",Mid-range,Moderate,8.7 mi,Enak,Trusty old fave,"{'lat': -8.5097688, 'lng': 115.2622033}",4,"Jl. Dewisita No.Desa, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Parachute Bali,Tibubeneng,https://www.tripadvisor.com/Restaurant_Review-g10086747-d14021207-Reviews-Parachute_Bali-Tibubeneng_North_Kuta_Bali.html#REVIEWS,209,Average,"Cafe, European",Mid-range,Moderate,18.2 mi,Wonderful restaurant,Relaxing place,"{'lat': -8.7020666, 'lng': 115.17913}",4.5,"Jl. Sunset Road No.555, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
The Wicked Parrot,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d1928406-Reviews-The_Wicked_Parrot-Sanur_Denpasar_Bali.html#REVIEWS,1211,High,"Irish, International",Mid-range,Moderate,20.4 mi,Nice Choc Cake,Good food and entertainment,"{'lat': -8.6909128, 'lng': 115.2639503}",4.3,"Jl. Danau Tamblingan No.47, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Grandpa's Coffee and Eats Ubud,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d8331732-Reviews-Grandpa_s_Coffee_and_Eats_Ubud-Ubud_Gianyar_Regency_Bali.html#REVIEWS,227,Average,"Coffee & Tea, International",Mid-range,Moderate,8.6 mi,Always Good,Great coffee and scrumptious desserts,"{'lat': -8.507535299999999, 'lng': 115.2622572}",4.3,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Sushi Kyuden Bali,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d1480722-Reviews-Sushi_Kyuden_Bali-Kuta_Kuta_District_Bali.html#REVIEWS,710,Average,"Japanese, Sushi",Mid-range,Moderate,21.0 mi,Nice Japanese Restaurant,Fresh sushi and service,"{'lat': -8.7091197, 'lng': 115.1850439}",4.5,"Jl. Sunset Road No.99, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Radja Seafood Cafe,Jimbaran,https://www.tripadvisor.com/Restaurant_Review-g297696-d3394391-Reviews-Radja_Seafood_Cafe-Jimbaran_South_Kuta_Bali.html#REVIEWS,168,Low,"Seafood, Barbecue",Mid-range,Moderate,26.0 mi,A meal & sunset fit for a king/queen 😀,Anniversary dinner,"{'lat': -8.7805015, 'lng': 115.1647542}",4.6,"Jalan Pantai Muaya, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Natys Restaurant Seminyak,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d3626543-Reviews-Natys_Restaurant_Seminyak-Seminyak_Kuta_District_Bali.html#REVIEWS,366,Average,"Bar, Indonesian",Mid-range,Moderate,19.3 mi,"Good food, great music at a reasonable...",Great cocktails and service,"{'lat': -8.6837117, 'lng': 115.1628372}",4.7,"Jalan Kayu Aya No.53 Seminyak Kuta, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Pescado Bali,Pererenan,https://www.tripadvisor.com/Restaurant_Review-g5323528-d14962043-Reviews-Pescado_Bali-Pererenan_Canggu_North_Kuta_Bali.html#REVIEWS,138,Low,"Seafood, Spanish",Mid-range,Moderate,17.2 mi,A good representation of spanish cuisine,"Nice atmosphere, good food and reasonable...","{'lat': -8.645918499999999, 'lng': 115.1264911}",4.6,"Jl. Pantai Pererenan No.112, Pererenan, Kec. Mengwi, Kabupaten Badung, Bali 80351, Indonesia","Mengwi, Badung"
Monochunky Chunks,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d7256843-Reviews-Monochunky_Chunks-Kuta_Kuta_District_Bali.html#REVIEWS,226,Average,"Bar, Indonesian",Mid-range,Moderate,21.1 mi,Best food. Best atmosphere. Cold beer and...,BEST STEAK IVE HAD IN BALI,"{'lat': -8.7098779, 'lng': 115.172724}",4.3,"Jl. Patih Jelantik No.358A, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
The Night Rooster by Locavore,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d10592769-Reviews-The_Night_Rooster_by_Locavore-Ubud_Gianyar_Regency_Bali.html#REVIEWS,151,Low,"Bar, International",Mid-range,Moderate,8.9 mi,Amazing Bar!,"Brand new location, same cool vibe","{'lat': (None) , 'lng': (None)}",,"Jl. Goutama Utara No.5, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Ubud, Gianyar"
Ayam Betutu Khas Gilimanuk Bali - Cabang Tuban,Tuban,https://www.tripadvisor.com/Restaurant_Review-g562690-d3642595-Reviews-Ayam_Betutu_Khas_Gilimanuk_Bali_Cabang_Tuban-Tuban_Kuta_Kuta_District_Bali.html#REVIEWS,417,Average,"Asian, Indonesian",Mid-range,Moderate,23.2 mi,Delicious Fried Chicken,The banana split was to die for,"{'lat': -8.740569, 'lng': 115.1788338}",4.4,"Jl. Raya Tuban No.2X, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Wanaku Seafood & Chinese Restaurant,Tuban,https://www.tripadvisor.com/Restaurant_Review-g562690-d15232807-Reviews-Wanaku_Seafood_Chinese_Restaurant-Tuban_Kuta_Kuta_District_Bali.html#REVIEWS,119,Low,"Indonesia, Cafe",Mid-range,Moderate,23.1 mi,Amazing service and good food,Great service and food,"{'lat': -8.738707999999999, 'lng': 115.1725544}",4.5,"Jl. Kediri No.45A, Tuban, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Tapas Tapas Bali,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d13975511-Reviews-Tapas_Tapas_Bali-Legian_Kuta_District_Bali.html#REVIEWS,112,Low,"Japanese, Spanish",Mid-range,Moderate,20.9 mi,Delicious!,SO good!,"{'lat': -8.708010000000002, 'lng': 115.1788643}",4.6,"Jl. Dewi Sri No.17, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Babi Guling Chandra,Denpasar,https://www.tripadvisor.com/Restaurant_Review-g297694-d1812435-Reviews-Babi_Guling_Chandra-Denpasar_Bali.html#REVIEWS,461,Average,"Asian, Indonesian",Mid-range,Moderate,18.7 mi,local taste,Babi guling with the fried shallots,"{'lat': -8.6736384, 'lng': 115.2057816}",4.3,"Jl. Pulau Yapen No.14, Dauh Puri Kauh, Kec. Denpasar Bar., Kota Denpasar, Bali 80113, Indonesia","Denpasar Barat, Denpasar"
Mamma Maurici,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d12562202-Reviews-Mamma_Maurici-Legian_Kuta_District_Bali.html#REVIEWS,249,Average,"Italian, Pizza",Mid-range,Moderate,20.8 mi,Family Friendly,A nice surprise,"{'lat': -8.706330099999999, 'lng': 115.1677016}",4.2,"75V9+F4X, Jl. Padma, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Art Cafe Bumbu Bali,Benoa,https://www.tripadvisor.com/Restaurant_Review-g14121408-d15614861-Reviews-Art_Cafe_Bumbu_Bali-Benoa_South_Kuta_Bali.html#REVIEWS,77,Low,"Asian, Indonesian",Mid-range,Moderate,27.7 mi,Oh my goodness,Great place for Indonesian food!,"{'lat': -8.8046326, 'lng': 115.2169487}",4.4,"Jl. Siligita No.101, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Casanova Bali Restaurant,Tanjung Benoa,https://www.tripadvisor.com/Restaurant_Review-g1465999-d3442215-Reviews-Casanova_Bali_Restaurant-Tanjung_Benoa_Nusa_Dua_Peninsula_Bali.html#REVIEWS,253,Average,"Seafood, International",Mid-range,Moderate,25.4 mi,AN AVERAGE RESTO.,Good place for lunch with,"{'lat': -8.717511, 'lng': 115.2172339}",5,"Jl. Danau Tamblingan No.188 sanur Sanur Denpasar Selatan Denpasar Bali, Pedungan, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Rondji Restaurant,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d3600034-Reviews-Rondji_Restaurant-Ubud_Gianyar_Regency_Bali.html#REVIEWS,324,Average,"Indonesian, Asian",Mid-range,Moderate,8.2 mi,"Good food, but should become a little...",Great find!,"{'lat': -8.5053734, 'lng': 115.2544466}",4.6,"F7V3+VQ4, Jl. Campuhan, Kompleks Museum Blanco, Ubud, Sayan, Kec. Gianyar, Kabupaten Gianyar, Bali 80571, Indonesia","Gianyar, Gianyar"
Pier Eight Bali,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d15850284-Reviews-Pier_Eight_Bali-Sanur_Denpasar_Bali.html#REVIEWS,102,Low,"Seafood, Bar",Mid-range,Moderate,21.4 mi,Yoli big birthday party,Amazing location and scrumptious food,"{'lat': -8.7057444, 'lng': 115.2635366}",4.6,"Jl. Kusuma Sari No.8, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80227, Indonesia","Denpasar Selatan, Denpasar"
Dahana Restaurant,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d2342681-Reviews-Dahana_Restaurant-Seminyak_Kuta_District_Bali.html#REVIEWS,314,Average,"Japanese, Sushi",Mid-range,Moderate,18.9 mi,Remaining the Must Try!,Japanese Restaurant to Go!,"{'lat': -8.6762601, 'lng': 115.1564942}",4.6,"Jl. Petitenget No.98, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Rama Garden Restaurant & Sports Bar,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d3983362-Reviews-Rama_Garden_Restaurant_Sports_Bar-Legian_Kuta_District_Bali.html#REVIEWS,328,Average,"Bar, Seafood",Mid-range,Moderate,20.8 mi,Great seafood,If you do t want to travel,"{'lat': -8.706049300000002, 'lng': 115.1691866}",3.9,"Jl. Padma No.51, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
James Cook Sports Bar,Kerobokan,https://www.tripadvisor.com/Restaurant_Review-g608486-d7788175-Reviews-James_Cook_Sports_Bar-Kerobokan_North_Kuta_Bali.html#REVIEWS,148,Low,"Bar, International",Mid-range,Moderate,17.0 mi,Messi night,"All the sports, cold beer, great live...","{'lat': -8.6504979, 'lng': 115.1618184}",4.4,"Jl. Raya Semer No.100, Kerobokan, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Bali Buda Ubud,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d1182606-Reviews-Bali_Buda_Ubud-Ubud_Gianyar_Regency_Bali.html#REVIEWS,1248,High,"Cafe, Healthy",Mid-range,Moderate,17.0 mi,Good healthy options !,Good choice for eco-friendly dining,"{'lat': -8.508806, 'lng': 115.2669738}",4,"Next To Ganesha Book Shop, Jl. Raya Ubud, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Pisang-Pisang,Nusa Lembongan,https://www.tripadvisor.com/Restaurant_Review-g1137831-d7118857-Reviews-Pisang_Pisang-Nusa_Lembongan_Bali.html#REVIEWS,176,Low,"Healthy, Cafe",Mid-range,Moderate,25.6 mi,My fave place.,great place to eat!,"{'lat': -8.672390799999999, 'lng': 115.4494181}",4.5,"jungutbatu, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Sista Canggu,Tibubeneng,https://www.tripadvisor.com/Restaurant_Review-g10086747-d15618366-Reviews-Sista_Canggu-Tibubeneng_North_Kuta_Bali.html#REVIEWS,70,Low,"Chinese, Asian",Mid-range,Moderate,17.8 mi,Must go!,My go-to fusion dumpling in the area,"{'lat': -8.6579152, 'lng': 115.1405176}",4.5,"Jl. Raya Semat No.7, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Atman Nourish Kafe,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d11498605-Reviews-Atman_Nourish_Kafe-Ubud_Gianyar_Regency_Bali.html#REVIEWS,219,Average,"Cafe, Asian",Mid-range,Moderate,9.1 mi,Delicious and hearty veg food,Great choice of vegan and non vegetarian...,"{'lat': -8.514108, 'lng': 115.2638927}",4.3,"Jl. Hanoman No.43B, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Wanara Spice,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d17527683-Reviews-Wanara_Spice-Ubud_Gianyar_Regency_Bali.html#REVIEWS,44,Low,"Italian, Mexican",Mid-range,Moderate,9.0 mi,Hidden temple of taste,A great restaurant!!,"{'lat': -8.516665999999999, 'lng': 115.2589677}",4.7,"Jl. Bisma No.74, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Nusa Dua Beach Grill,Nusa Dua,https://www.tripadvisor.com/Restaurant_Review-g297698-d1791888-Reviews-Nusa_Dua_Beach_Grill-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html#REVIEWS,545,Average,"Italian, Barbecue",Mid-range,Moderate,28.6 mi,Delicious chicken skewer!,Lunch by the beach,"{'lat': -8.817847, 'lng': 115.2239271}",4.3,"Jalan Pura Geger Sawangan, Jl. Raya Nusa Dua Selatan, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80363, Indonesia","Kuta Selatan, Badung"
Pissari Bali Cafe,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d2692373-Reviews-Pissari_Bali_Cafe-Ubud_Gianyar_Regency_Bali.html#REVIEWS,316,Average,"Asian, Indonesian",Mid-range,Moderate,9.0 mi,We enjoyed our lunch overlooking the rice...,"Ate twice,rated once","{'lat': -8.514203199999999, 'lng': 115.2607552}",4.8,"Jl. Monkey Forest No.88X, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
"Icelab, culinary eden",Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d6876087-Reviews-Icelab_culinary_eden-Kuta_Kuta_District_Bali.html#REVIEWS,122,Low,Dessert,Mid-range,Moderate,21.9 mi,"Nice ice cream, cozy place, good price",Cute little ice cream joint,"{'lat': -8.7223242, 'lng': 115.1730442}",4.6,"Jl. Pantai Kuta No.36, Kuta, Kec. Kuta, Bali, 80361, Indonesia","Kuta, Badung"
Garden Canggu by Pizza House,Canggu,https://www.tripadvisor.com/Restaurant_Review-g311298-d4413028-Reviews-Garden_Canggu_by_Pizza_House-Canggu_North_Kuta_Bali.html#REVIEWS,243,Average,"Italian, European",Mid-range,Moderate,17.5 mi,Woodfire Pizzas at their Very Best,Slow and steady … wins the race,"{'lat': -8.6516364, 'lng': 115.1292327}",4.4,"Jl. Batu Mejan Canggu, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Earth Cafe & Market,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d3329613-Reviews-Earth_Cafe_Market-Ubud_Gianyar_Regency_Bali.html#REVIEWS,409,Average,"Cafe, Asian",Mid-range,Moderate,8.9 mi,Cosy little spot for lunch,Very good breakfast,"{'lat': (None) , 'lng': (None)}",,"Jl. Goutama Sel., Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571","Ubud, Gianyar"
The Lawn Canggu,Canggu,https://www.tripadvisor.com/Restaurant_Review-g311298-d10038773-Reviews-The_Lawn_Canggu-Canggu_North_Kuta_Bali.html#REVIEWS,954,Average,"Bars & Pubs, Bar",Mid-range,Moderate,18.0 mi,The lawn times cafe,Great little spot in Canggu,"{'lat': -8.6584609, 'lng': 115.1297502}",4.3,"Jl. Pura Dalem, Canggu, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Pondok Baruna Warung,Nusa Lembongan,https://www.tripadvisor.com/Restaurant_Review-g1137831-d3249758-Reviews-Pondok_Baruna_Warung-Nusa_Lembongan_Bali.html#REVIEWS,304,Average,"Asian, Indonesian",Mid-range,Moderate,25.6 mi,Delicious food,Great food but due to ceremony short...,"{'lat': -8.6726321, 'lng': 115.4493387}",4.5,"8CGX+WPX, Jl. Jungutbatu, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Kampoeng Bali,Jimbaran,https://www.tripadvisor.com/Restaurant_Review-g297696-d8523032-Reviews-Kampoeng_Bali-Jimbaran_South_Kuta_Bali.html#REVIEWS,101,Low,Indonesian,Mid-range,Moderate,27.0 mi,Best dinner experience in Bali,Magical,"{'lat': -8.7936967, 'lng': 115.139518}",4.7,"RIMBA by AYANA Bali, Jl. Karang Mas Sejahtera, Jimbaran, Kec. Kuta Sel., Kabupaten Badung, Bali 80364, Indonesia","Kuta Selatan, Badung"
Sedok Jineng Restaurants Seafood & Grill,Nusa Lembongan,https://www.tripadvisor.com/Restaurant_Review-g1137831-d12711549-Reviews-Sedok_Jineng_Restaurants_Seafood_Grill-Nusa_Lembongan_Bali.html#REVIEWS,102,Low,"Bar, Pizza",Mid-range,Moderate,25.3 mi,Delicious famous soto ayam,Like home,"{'lat': -8.6839964, 'lng': 115.4299262}",4.8,"8C8H+CX3, Sunset Road Sunset Points Dusun Kaja Desa Lembongan, Jungutbatu, Kec. Nusa Penida, Kabupaten Klungkung, Bali 80771, Indonesia","Nusa Penida, Klungkung"
Monsieur Spoon Petitenget,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d12257602-Reviews-Monsieur_Spoon_Petitenget-Seminyak_Kuta_District_Bali.html#REVIEWS,186,Low,"Dessert, French",Mid-range,Moderate,18.5 mi,Good Breakfast Restaurant,Fantastic breakfast,"{'lat': -8.6715281, 'lng': 115.1619221}",4.7,"Petitenget St No.112-A, Kerobokan, Kuta Utara, Badung Regency, Bali 80361, Indonesia","Kuta Utara, Badung"
Kopi Bali House,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d3343400-Reviews-Kopi_Bali_House-Ubud_Gianyar_Regency_Bali.html#REVIEWS,250,Average,"Coffee & Tea, Cafe",Mid-range,Moderate,9.1 mi,Less choices for vegetarians but a heaven...,Good lunch,"{'lat': -8.704559, 'lng': 115.249932}",4.3,"405 E Pertokoan Graha Niaga Sanur, Jl. Bypass Ngurah Rai No.4, Sanur Kauh, Denpasar Selatan, Kota Denpasar, Bali 80221, Indonesia","Denpasar Selatan, Denpasar"
Capil Beach Grill & Bar,Seminyak,https://www.tripadvisor.com/Restaurant_Review-g469404-d6924515-Reviews-Capil_Beach_Grill_Bar-Seminyak_Kuta_District_Bali.html#REVIEWS,301,Average,"American, Bar",Mid-range,Moderate,20.2 mi,Tasty cheap breakfast on the beach,Nice and Relaxing,"{'lat': -8.6964905, 'lng': 115.1609169}",4.3,"8536+98Q, Jl. Double Six, Seminyak, Kec. Kuta, Kabupaten Badung, Bali, Indonesia","Kuta, Badung"
Laguna Garden Restaurant Bali Collection,Nusa Dua,https://www.tripadvisor.com/Restaurant_Review-g297698-d9739433-Reviews-Laguna_Garden_Restaurant_Bali_Collection-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html#REVIEWS,237,Average,"Seafood, International",Mid-range,Moderate,27.5 mi,"Great food, and COLD beer!",Nice relaxed dining,"{'lat': -8.8018696, 'lng': 115.2302685}",4.1,"Kawasan ITDC Bali Collection, Jl. Nusa Dua, Benoa, Kec. Kuta Sel., Kabupaten Badung, Bali 80361, Indonesia","Kuta Selatan, Badung"
Laguna Garden Mengiat,Nusa Dua,https://www.tripadvisor.com/Restaurant_Review-g297698-d3157986-Reviews-Laguna_Garden_Mengiat-Nusa_Dua_Nusa_Dua_Peninsula_Bali.html#REVIEWS,577,Average,"Seafood, International",Mid-range,Moderate,27.8 mi,Fun restaurant,"Fresh seefood, well prepared","{'lat': -8.805942, 'lng': 115.225516}",4.1,"Jl. Pantai Mengiat, Benoa, Nusa Dua, Kabupaten Badung, Bali 80363, Indonesia","Kuta, Badung"
Shotgun Social Bali,Sanur,https://www.tripadvisor.com/Restaurant_Review-g297700-d20961463-Reviews-Shotgun_Social_Bali-Sanur_Denpasar_Bali.html#REVIEWS,71,Low,"American, Mediterranean",Mid-range,Moderate,19.9 mi,Great spot!,Good place for kids & family,"{'lat': -8.684281799999999, 'lng': 115.2621829}",4.6,"Jl. Pantai Sindhu No.11, Sanur, Denpasar Selatan, Kota Denpasar, Bali 80228, Indonesia","Denpasar Selatan, Denpasar"
Liap Liap,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d14155711-Reviews-Liap_Liap-Ubud_Gianyar_Regency_Bali.html#REVIEWS,154,Low,"Seafood, Asian",Mid-range,Moderate,8.9 mi,Great little spot by monkey forest,Lunched Liaped up.,"{'lat': -8.513915299999999, 'lng': 115.2605522}",4.2,"Jl. Monkey Forest, Ubud, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Bread Basket Bakery - Kerobokan Bali,Kerobokan Kelod,https://www.tripadvisor.com/Restaurant_Review-g13356179-d12681248-Reviews-Bread_Basket_Bakery_Kerobokan_Bali-Kerobokan_Kelod_North_Kuta_Bali.html#REVIEWS,70,Low,"Bakeries, Cafe",Mid-range,Moderate,18.6 mi,best bakery,Bagel cream cheese was very nice,"{'lat': -8.674218, 'lng': 115.1672819}",4.5,"Jl. Mertanadi No.100, Kerobokan Kelod, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Moson Bali Legian,Legian,https://www.tripadvisor.com/Restaurant_Review-g608487-d18996085-Reviews-Moson_Bali_Legian-Legian_Kuta_District_Bali.html#REVIEWS,49,Low,"Asian, Thai",Mid-range,Moderate,20.4 mi,Great value. Lovely people. Cute Balinese...,Perfect 🥰,"{'lat': -8.699888, 'lng': 115.1741094}",4.8,"Jl. Pandawa, Legian, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
Pizza Bagus,Ubud,https://www.tripadvisor.com/Restaurant_Review-g297701-d1182727-Reviews-Pizza_Bagus-Ubud_Gianyar_Regency_Bali.html#REVIEWS,705,Average,"Italian, Pizza",Mid-range,Moderate,9.7 mi,Perfect score on flavors but missing...,Didn’t disappoint,"{'lat': -8.5249664, 'lng': 115.263184}",4.3,"Jl. Raya Pengosekan, MAS, Kecamatan Ubud, Kabupaten Gianyar, Bali 80571, Indonesia","Ubud, Gianyar"
Warung Dedari,Baturiti,https://www.tripadvisor.com/Restaurant_Review-g608480-d8555301-Reviews-Warung_Dedari-Baturiti_Bali.html#REVIEWS,121,Low,"Indonesian, Asian",Mid-range,Moderate,2.2 mi,Lovely food and environment.,Excellent for a relaxing lunch or dinner!,"{'lat': -8.436674199999999, 'lng': 115.1967238}",4.5,"Jl. Raya Denpasar, Perean Tengah, Kec. Baturiti, Kabupaten Tabanan, Bali 82181, Indonesia","Baturiti, Tabanan"
Royal Jack Sports Bar Bali,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d8098060-Reviews-Royal_Jack_Sports_Bar_Bali-Kuta_Kuta_District_Bali.html#REVIEWS,104,Low,"Bar, Asian",Mid-range,Moderate,21.6 mi,I will be back for sure,Always a hit!,"{'lat': -8.7174335, 'lng': 115.1724932}",4.4,"Jl. Poppies II No.471, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
ALU Smoke & Kitchen,Tibubeneng,https://www.tripadvisor.com/Restaurant_Review-g10086747-d14071569-Reviews-ALU_Smoke_Kitchen-Tibubeneng_North_Kuta_Bali.html#REVIEWS,55,Low,"American, Asian",Mid-range,Moderate,17.8 mi,"Beautiful fresh food, great staff!!",Nice staff and great food with cheap price,"{'lat': -8.6595885, 'lng': 115.1430902}",4.7,"Jl. Tegal Sari No.28, Tibubeneng, Kec. Kuta Utara, Kabupaten Badung, Bali 80361, Indonesia","Kuta Utara, Badung"
Bali Bakery Kuta,Kuta,https://www.tripadvisor.com/Restaurant_Review-g297697-d1637178-Reviews-Bali_Bakery_Kuta-Kuta_Kuta_District_Bali.html#REVIEWS,540,Average,"Bakeries, Cafe",Mid-range,Moderate,21.1 mi,Coffe cake and lunch,"Bali Bakery Restaurant, Kuta Bali","{'lat': -8.7106104, 'lng': 115.1814523}",4.4,"Bali Bakery, Jl. Raya Kuta Br. Abianbase No.65, Kuta, Kec. Kuta, Kabupaten Badung, Bali 80361, Indonesia","Kuta, Badung"
